city,date,year,month,urban_temp_c,rural_temp_c,uhi_index,threshold_p90,severity
Delhi,2012-03-21,2012,3,29.12,27.87,1.2448,1.1264,MODERATE
Delhi,2012-03-29,2012,3,35.5,34.29,1.2049,1.1264,MODERATE
Delhi,2012-04-14,2012,4,38.01,36.71,1.3049,1.1264,MODERATE
Delhi,2013-08-29,2013,8,30.56,29.39,1.1681,1.1264,MODERATE
Delhi,2013-09-06,2013,9,33.74,32.15,1.5872,1.1264,HIGH
Delhi,2013-09-14,2013,9,35.14,33.93,1.2097,1.1264,MODERATE
Delhi,2014-03-30,2014,3,31.97,30.84,1.1264,1.1264,MODERATE
Delhi,2014-08-21,2014,8,37.25,35.79,1.4663,1.1264,HIGH
Delhi,2014-09-14,2014,9,33.81,32.36,1.4578,1.1264,HIGH
Delhi,2014-09-22,2014,9,35.77,34.6,1.1622,1.1264,MODERATE
Delhi,2014-09-30,2014,9,36.44,35.1,1.337,1.1264,MODERATE
Delhi,2014-10-08,2014,10,34.74,33.44,1.3009,1.1264,MODERATE
Delhi,2015-02-10,2015,2,22.97,21.54,1.4237,1.1264,HIGH
Delhi,2015-06-26,2015,6,36.46,34.92,1.5419,1.1264,HIGH
Delhi,2015-07-20,2015,7,30.5,29.05,1.4533,1.1264,HIGH
Delhi,2015-08-29,2015,8,33.53,32.35,1.1774,1.1264,MODERATE
Delhi,2015-09-06,2015,9,36.16,34.9,1.2657,1.1264,MODERATE
Delhi,2016-03-05,2016,3,26.86,25.58,1.2773,1.1264,MODERATE
Delhi,2016-05-24,2016,5,34.74,33.23,1.5134,1.1264,HIGH
Delhi,2016-06-09,2016,6,34.15,32.97,1.1859,1.1264,MODERATE
Delhi,2016-06-25,2016,6,38.11,35.41,2.7081,1.1264,CRITICAL
Delhi,2016-07-19,2016,7,31.87,30.2,1.6749,1.1264,HIGH
Delhi,2016-08-04,2016,8,37.54,30.8,6.7416,1.1264,CRITICAL
Delhi,2016-08-20,2016,8,31.58,29.98,1.6027,1.1264,HIGH
Delhi,2017-06-10,2017,6,39.29,37.67,1.6198,1.1264,HIGH
Delhi,2017-08-13,2017,8,33.96,32.6,1.3625,1.1264,HIGH
Delhi,2017-08-21,2017,8,35.31,34.06,1.2483,1.1264,MODERATE
Delhi,2018-02-18,2018,2,25.9,24.75,1.1512,1.1264,MODERATE
Delhi,2018-03-06,2018,3,30.86,29.58,1.2869,1.1264,MODERATE
Delhi,2018-03-14,2018,3,31.89,30.72,1.1741,1.1264,MODERATE
Delhi,2018-03-22,2018,3,34.79,33.53,1.2619,1.1264,MODERATE
Delhi,2018-06-18,2018,6,44.16,42.7,1.4591,1.1264,HIGH
Delhi,2018-08-05,2018,8,34.14,32.79,1.3404,1.1264,MODERATE
Delhi,2018-08-13,2018,8,36.67,33.83,2.8454,1.1264,CRITICAL
Delhi,2019-03-22,2019,3,31.22,29.97,1.253,1.1264,MODERATE
Delhi,2019-03-30,2019,3,35.39,34.19,1.2032,1.1264,MODERATE
Delhi,2019-06-26,2019,6,39.58,37.47,2.1154,1.1264,CRITICAL
Delhi,2019-08-29,2019,8,36.74,34.12,2.6165,1.1264,CRITICAL
Delhi,2019-09-14,2019,9,34.2,33.02,1.1781,1.1264,MODERATE
Delhi,2020-02-18,2020,2,24.12,22.72,1.3962,1.1264,HIGH
Delhi,2020-06-25,2020,6,37.29,36.06,1.2359,1.1264,MODERATE
Delhi,2020-08-28,2020,8,35.91,33.67,2.2369,1.1264,CRITICAL
Delhi,2021-02-10,2021,2,24.87,23.5,1.3782,1.1264,HIGH
Delhi,2021-07-04,2021,7,38.84,37.46,1.385,1.1264,HIGH
Delhi,2021-08-21,2021,8,28.94,27.38,1.5627,1.1264,HIGH
Delhi,2022-08-13,2022,8,31.35,29.59,1.7685,1.1264,CRITICAL
Delhi,2022-08-21,2022,8,35.5,34.0,1.5064,1.1264,HIGH
Delhi,2022-08-29,2022,8,34.83,33.42,1.4144,1.1264,HIGH
Delhi,2023-07-28,2023,7,30.31,27.92,2.3951,1.1264,CRITICAL
Delhi,2023-08-05,2023,8,30.92,29.33,1.5846,1.1264,HIGH
Delhi,2023-08-13,2023,8,33.56,31.14,2.4163,1.1264,CRITICAL
Delhi,2023-09-06,2023,9,35.22,33.85,1.3655,1.1264,HIGH
Hyderabad,2000-08-04,2000,8,33.59,33.3,0.2919,0.2109,HIGH
Hyderabad,2001-08-21,2001,8,30.19,29.84,0.3519,0.2109,CRITICAL
Hyderabad,2001-09-06,2001,9,34.6,32.05,2.5555,0.2109,CRITICAL
Hyderabad,2001-09-22,2001,9,32.02,31.63,0.3867,0.2109,CRITICAL
Hyderabad,2002-06-02,2002,6,40.23,39.91,0.327,0.2109,CRITICAL
Hyderabad,2002-08-21,2002,8,30.33,29.87,0.4593,0.2109,CRITICAL
Hyderabad,2002-09-06,2002,9,29.27,29.0,0.2726,0.2109,HIGH
Hyderabad,2002-10-08,2002,10,34.0,33.45,0.5466,0.2109,CRITICAL
Hyderabad,2003-08-13,2003,8,32.7,31.92,0.7789,0.2109,CRITICAL
Hyderabad,2003-09-30,2003,9,33.73,32.06,1.6697,0.2109,CRITICAL
Hyderabad,2003-10-08,2003,10,33.35,32.51,0.8414,0.2109,CRITICAL
Hyderabad,2003-10-16,2003,10,31.1,30.55,0.5467,0.2109,CRITICAL
Hyderabad,2003-10-24,2003,10,29.18,28.81,0.3677,0.2109,CRITICAL
Hyderabad,2003-11-01,2003,11,30.22,29.86,0.361,0.2109,CRITICAL
Hyderabad,2004-08-12,2004,8,33.26,32.27,0.9892,0.2109,CRITICAL
Hyderabad,2004-08-20,2004,8,32.49,31.6,0.8939,0.2109,CRITICAL
Hyderabad,2004-09-13,2004,9,32.2,31.8,0.4004,0.2109,CRITICAL
Hyderabad,2004-09-29,2004,9,35.04,34.82,0.2186,0.2109,MODERATE
Hyderabad,2004-10-15,2004,10,32.02,31.32,0.7026,0.2109,CRITICAL
Hyderabad,2004-10-31,2004,10,30.85,30.32,0.5266,0.2109,CRITICAL
Hyderabad,2005-06-10,2005,6,38.54,37.97,0.5612,0.2109,CRITICAL
Hyderabad,2005-08-13,2005,8,27.52,27.26,0.2601,0.2109,HIGH
Hyderabad,2005-09-14,2005,9,30.0,29.66,0.342,0.2109,CRITICAL
Hyderabad,2005-09-22,2005,9,29.23,28.58,0.651,0.2109,CRITICAL
Hyderabad,2005-11-01,2005,11,28.73,28.44,0.2931,0.2109,HIGH
Hyderabad,2006-09-14,2006,9,34.85,34.47,0.3724,0.2109,CRITICAL
Hyderabad,2007-06-10,2007,6,40.38,39.94,0.4458,0.2109,CRITICAL
Hyderabad,2007-07-04,2007,7,28.67,28.11,0.5558,0.2109,CRITICAL
Hyderabad,2007-08-05,2007,8,29.44,28.76,0.6759,0.2109,CRITICAL
Hyderabad,2007-08-13,2007,8,25.57,23.25,2.3217,0.2109,CRITICAL
Hyderabad,2007-09-06,2007,9,32.98,32.39,0.5896,0.2109,CRITICAL
Hyderabad,2007-09-14,2007,9,31.72,28.54,3.1797,0.2109,CRITICAL
Hyderabad,2007-09-30,2007,9,30.6,29.7,0.8985,0.2109,CRITICAL
Hyderabad,2007-10-08,2007,10,31.91,31.7,0.2109,0.2109,MODERATE
Hyderabad,2007-10-24,2007,10,31.48,30.83,0.6504,0.2109,CRITICAL
Hyderabad,2008-08-12,2008,8,28.9,28.68,0.2228,0.2109,MODERATE
Hyderabad,2008-09-13,2008,9,28.76,28.21,0.5481,0.2109,CRITICAL
Hyderabad,2008-09-21,2008,9,29.85,29.43,0.4231,0.2109,CRITICAL
Hyderabad,2009-09-22,2009,9,34.31,33.96,0.3511,0.2109,CRITICAL
Hyderabad,2010-07-12,2010,7,32.76,30.69,2.0676,0.2109,CRITICAL
Hyderabad,2010-08-05,2010,8,31.36,30.95,0.4123,0.2109,CRITICAL
Hyderabad,2010-08-13,2010,8,29.67,29.02,0.656,0.2109,CRITICAL
Hyderabad,2010-09-06,2010,9,31.85,30.89,0.9584,0.2109,CRITICAL
Hyderabad,2010-09-30,2010,9,30.13,28.33,1.8077,0.2109,CRITICAL
Hyderabad,2010-10-08,2010,10,31.82,31.28,0.5369,0.2109,CRITICAL
Hyderabad,2010-10-16,2010,10,31.05,30.35,0.6998,0.2109,CRITICAL
Hyderabad,2012-09-21,2012,9,32.36,31.62,0.7429,0.2109,CRITICAL
Hyderabad,2012-10-07,2012,10,31.05,30.48,0.5755,0.2109,CRITICAL
Hyderabad,2012-10-15,2012,10,32.53,32.21,0.3219,0.2109,CRITICAL
Hyderabad,2012-10-23,2012,10,30.46,30.24,0.2183,0.2109,MODERATE
Hyderabad,2012-10-31,2012,10,29.7,29.47,0.2231,0.2109,MODERATE
Hyderabad,2013-09-06,2013,9,32.57,31.39,1.1767,0.2109,CRITICAL
Hyderabad,2013-09-22,2013,9,30.36,29.61,0.7528,0.2109,CRITICAL
Hyderabad,2013-10-08,2013,10,30.36,30.03,0.3291,0.2109,CRITICAL
Hyderabad,2013-10-16,2013,10,31.79,31.47,0.3186,0.2109,CRITICAL
Hyderabad,2013-10-24,2013,10,30.39,29.29,1.105,0.2109,CRITICAL
Hyderabad,2013-11-01,2013,11,29.13,28.9,0.2298,0.2109,MODERATE
Hyderabad,2014-08-21,2014,8,35.16,34.91,0.2465,0.2109,MODERATE
Hyderabad,2014-09-06,2014,9,29.16,28.78,0.3756,0.2109,CRITICAL
Hyderabad,2014-09-30,2014,9,35.01,34.6,0.413,0.2109,CRITICAL
Hyderabad,2015-09-22,2015,9,32.65,32.02,0.639,0.2109,CRITICAL
Hyderabad,2016-06-25,2016,6,36.21,35.0,1.2156,0.2109,CRITICAL
Hyderabad,2016-09-05,2016,9,31.69,31.01,0.6733,0.2109,CRITICAL
Hyderabad,2017-08-21,2017,8,34.87,31.09,3.7879,0.2109,CRITICAL
Hyderabad,2017-09-06,2017,9,33.39,31.52,1.866,0.2109,CRITICAL
Hyderabad,2017-09-22,2017,9,32.46,31.55,0.9025,0.2109,CRITICAL
Hyderabad,2017-10-16,2017,10,29.88,29.03,0.8485,0.2109,CRITICAL
Hyderabad,2017-10-24,2017,10,31.01,30.66,0.3484,0.2109,CRITICAL
Hyderabad,2018-09-06,2018,9,34.22,33.96,0.2621,0.2109,HIGH
Hyderabad,2018-09-22,2018,9,32.08,30.57,1.5171,0.2109,CRITICAL
Hyderabad,2019-07-12,2019,7,36.97,36.68,0.2926,0.2109,HIGH
Hyderabad,2019-08-21,2019,8,34.78,33.1,1.685,0.2109,CRITICAL
Hyderabad,2019-09-22,2019,9,31.88,31.14,0.7481,0.2109,CRITICAL
Hyderabad,2019-10-24,2019,10,28.88,27.94,0.9417,0.2109,CRITICAL
Hyderabad,2019-11-01,2019,11,31.33,30.9,0.433,0.2109,CRITICAL
Hyderabad,2020-07-27,2020,7,32.76,31.57,1.1873,0.2109,CRITICAL
Hyderabad,2020-09-29,2020,9,32.05,29.97,2.0754,0.2109,CRITICAL
Hyderabad,2020-10-15,2020,10,30.42,30.17,0.2552,0.2109,HIGH
Hyderabad,2020-10-23,2020,10,30.82,30.55,0.2631,0.2109,HIGH
Hyderabad,2021-08-21,2021,8,32.18,31.92,0.2621,0.2109,HIGH
Hyderabad,2021-10-08,2021,10,31.11,30.34,0.7685,0.2109,CRITICAL
Hyderabad,2021-10-16,2021,10,30.97,30.54,0.4321,0.2109,CRITICAL
Hyderabad,2021-10-24,2021,10,30.8,30.56,0.2463,0.2109,MODERATE
Hyderabad,2022-07-28,2022,7,30.77,30.3,0.4764,0.2109,CRITICAL
Hyderabad,2022-08-29,2022,8,34.02,32.97,1.0525,0.2109,CRITICAL
Hyderabad,2022-09-14,2022,9,30.04,28.78,1.2586,0.2109,CRITICAL
Hyderabad,2022-09-22,2022,9,31.49,30.69,0.8063,0.2109,CRITICAL
Hyderabad,2022-09-30,2022,9,30.42,29.56,0.8563,0.2109,CRITICAL
Hyderabad,2022-10-24,2022,10,29.83,29.44,0.3905,0.2109,CRITICAL
Hyderabad,2023-09-14,2023,9,31.02,30.37,0.6531,0.2109,CRITICAL
Hyderabad,2023-09-30,2023,9,30.82,30.09,0.7306,0.2109,CRITICAL
Hyderabad,2023-10-08,2023,10,32.67,32.42,0.2485,0.2109,MODERATE
Hyderabad,2024-05-16,2024,5,35.55,34.94,0.6154,0.2109,CRITICAL
Hyderabad,2024-09-13,2024,9,29.7,29.21,0.4882,0.2109,CRITICAL
Hyderabad,2024-09-21,2024,9,29.92,28.79,1.1359,0.2109,CRITICAL
Hyderabad,2024-09-29,2024,9,31.25,30.08,1.178,0.2109,CRITICAL
Hyderabad,2024-10-07,2024,10,29.87,29.26,0.6096,0.2109,CRITICAL
Hyderabad,2024-10-23,2024,10,29.92,29.34,0.5777,0.2109,CRITICAL
Jaipur,2000-05-08,2000,5,42.06,41.79,0.2664,0.2266,MODERATE
Jaipur,2000-08-04,2000,8,38.08,37.31,0.7673,0.2266,CRITICAL
Jaipur,2001-09-06,2001,9,37.75,37.46,0.2991,0.2266,HIGH
Jaipur,2002-06-18,2002,6,40.57,39.86,0.7173,0.2266,CRITICAL
Jaipur,2003-06-18,2003,6,33.25,31.8,1.4503,0.2266,CRITICAL
Jaipur,2003-08-21,2003,8,33.81,33.2,0.6034,0.2266,CRITICAL
Jaipur,2004-05-24,2004,5,42.9,42.43,0.4773,0.2266,CRITICAL
Jaipur,2004-07-19,2004,7,33.37,32.96,0.4133,0.2266,CRITICAL
Jaipur,2004-12-18,2004,12,25.8,25.27,0.5284,0.2266,CRITICAL
Jaipur,2004-12-26,2004,12,23.25,22.8,0.4449,0.2266,CRITICAL
Jaipur,2005-01-25,2005,1,23.47,23.06,0.4075,0.2266,CRITICAL
Jaipur,2005-02-10,2005,2,26.92,26.48,0.4421,0.2266,CRITICAL
Jaipur,2005-06-26,2005,6,38.62,38.18,0.442,0.2266,CRITICAL
Jaipur,2005-09-06,2005,9,39.05,38.45,0.6023,0.2266,CRITICAL
Jaipur,2006-01-25,2006,1,26.65,26.32,0.323,0.2266,HIGH
Jaipur,2006-05-17,2006,5,37.45,37.21,0.2479,0.2266,MODERATE
Jaipur,2006-08-29,2006,8,34.36,32.4,1.9649,0.2266,CRITICAL
Jaipur,2007-01-09,2007,1,23.72,23.21,0.5128,0.2266,CRITICAL
Jaipur,2007-06-26,2007,6,40.05,39.41,0.6416,0.2266,CRITICAL
Jaipur,2007-07-20,2007,7,37.26,35.47,1.7908,0.2266,CRITICAL
Jaipur,2007-07-28,2007,7,38.34,37.44,0.9068,0.2266,CRITICAL
Jaipur,2007-09-14,2007,9,33.51,32.86,0.6473,0.2266,CRITICAL
Jaipur,2008-06-25,2008,6,33.25,32.54,0.7113,0.2266,CRITICAL
Jaipur,2008-07-03,2008,7,34.42,33.17,1.2448,0.2266,CRITICAL
Jaipur,2008-07-19,2008,7,37.28,36.18,1.0988,0.2266,CRITICAL
Jaipur,2008-08-12,2008,8,29.7,29.34,0.3604,0.2266,CRITICAL
Jaipur,2008-09-05,2008,9,37.05,36.25,0.8028,0.2266,CRITICAL
Jaipur,2008-09-13,2008,9,30.46,30.18,0.2709,0.2266,MODERATE
Jaipur,2009-01-09,2009,1,28.15,24.3,3.8485,0.2266,CRITICAL
Jaipur,2009-01-17,2009,1,26.03,25.34,0.6852,0.2266,CRITICAL
Jaipur,2009-08-13,2009,8,33.23,30.94,2.2978,0.2266,CRITICAL
Jaipur,2009-08-29,2009,8,32.22,30.59,1.6346,0.2266,CRITICAL
Jaipur,2009-09-06,2009,9,34.6,34.36,0.2345,0.2266,MODERATE
Jaipur,2009-09-14,2009,9,38.42,38.1,0.3185,0.2266,HIGH
Jaipur,2009-12-11,2009,12,26.33,25.69,0.6445,0.2266,CRITICAL
Jaipur,2010-02-10,2010,2,27.5,27.14,0.3562,0.2266,CRITICAL
Jaipur,2010-07-04,2010,7,38.32,37.54,0.7864,0.2266,CRITICAL
Jaipur,2010-08-05,2010,8,34.74,33.81,0.936,0.2266,CRITICAL
Jaipur,2010-08-21,2010,8,32.11,30.94,1.1745,0.2266,CRITICAL
Jaipur,2010-09-14,2010,9,30.67,30.34,0.3269,0.2266,HIGH
Jaipur,2011-01-09,2011,1,20.51,20.19,0.3197,0.2266,HIGH
Jaipur,2011-01-17,2011,1,22.63,22.37,0.2668,0.2266,MODERATE
Jaipur,2011-01-25,2011,1,23.66,22.25,1.4071,0.2266,CRITICAL
Jaipur,2011-02-02,2011,2,27.35,26.78,0.5694,0.2266,CRITICAL
Jaipur,2011-02-26,2011,2,27.02,26.74,0.2812,0.2266,HIGH
Jaipur,2011-03-14,2011,3,35.9,35.55,0.3543,0.2266,CRITICAL
Jaipur,2011-08-13,2011,8,30.62,29.56,1.0587,0.2266,CRITICAL
Jaipur,2011-08-29,2011,8,31.6,31.35,0.2502,0.2266,MODERATE
Jaipur,2012-01-17,2012,1,22.7,21.67,1.036,0.2266,CRITICAL
Jaipur,2012-02-02,2012,2,25.77,25.39,0.3765,0.2266,CRITICAL
Jaipur,2012-08-04,2012,8,38.58,38.05,0.5317,0.2266,CRITICAL
Jaipur,2012-09-05,2012,9,30.69,29.97,0.7146,0.2266,CRITICAL
Jaipur,2012-12-26,2012,12,23.6,23.33,0.2762,0.2266,HIGH
Jaipur,2013-01-01,2013,1,21.11,20.69,0.4249,0.2266,CRITICAL
Jaipur,2013-01-25,2013,1,25.5,25.24,0.2553,0.2266,MODERATE
Jaipur,2013-02-10,2013,2,26.51,25.83,0.6815,0.2266,CRITICAL
Jaipur,2013-02-18,2013,2,25.46,25.17,0.2992,0.2266,HIGH
Jaipur,2013-02-26,2013,2,32.53,32.07,0.4573,0.2266,CRITICAL
Jaipur,2013-07-04,2013,7,39.19,38.06,1.1358,0.2266,CRITICAL
Jaipur,2013-08-21,2013,8,30.39,29.49,0.8998,0.2266,CRITICAL
Jaipur,2013-08-29,2013,8,32.28,31.97,0.3101,0.2266,HIGH
Jaipur,2013-12-19,2013,12,21.78,21.25,0.5265,0.2266,CRITICAL
Jaipur,2014-01-25,2014,1,23.42,22.62,0.7936,0.2266,CRITICAL
Jaipur,2014-02-10,2014,2,25.46,24.88,0.5781,0.2266,CRITICAL
Jaipur,2014-02-18,2014,2,27.6,27.16,0.4391,0.2266,CRITICAL
Jaipur,2014-07-28,2014,7,37.36,36.67,0.6831,0.2266,CRITICAL
Jaipur,2015-01-01,2015,1,23.39,23.11,0.2827,0.2266,HIGH
Jaipur,2015-01-09,2015,1,23.22,22.69,0.5317,0.2266,CRITICAL
Jaipur,2015-02-18,2015,2,31.7,31.32,0.3751,0.2266,CRITICAL
Jaipur,2015-07-20,2015,7,36.96,33.08,3.8717,0.2266,CRITICAL
Jaipur,2015-08-13,2015,8,32.73,31.77,0.9564,0.2266,CRITICAL
Jaipur,2015-08-21,2015,8,32.45,32.14,0.3183,0.2266,HIGH
Jaipur,2015-08-29,2015,8,36.64,36.19,0.4545,0.2266,CRITICAL
Jaipur,2015-09-14,2015,9,39.35,38.8,0.5534,0.2266,CRITICAL
Jaipur,2016-03-05,2016,3,32.83,32.42,0.4057,0.2266,CRITICAL
Jaipur,2016-08-28,2016,8,30.06,28.94,1.1145,0.2266,CRITICAL
Jaipur,2016-09-05,2016,9,32.89,32.46,0.4303,0.2266,CRITICAL
Jaipur,2017-01-17,2017,1,24.75,23.26,1.4897,0.2266,CRITICAL
Jaipur,2017-01-25,2017,1,22.45,22.0,0.4541,0.2266,CRITICAL
Jaipur,2017-02-02,2017,2,25.11,24.47,0.6376,0.2266,CRITICAL
Jaipur,2017-02-10,2017,2,27.79,27.17,0.6217,0.2266,CRITICAL
Jaipur,2017-02-18,2017,2,31.76,31.41,0.347,0.2266,CRITICAL
Jaipur,2017-08-13,2017,8,35.01,33.47,1.5352,0.2266,CRITICAL
Jaipur,2017-08-21,2017,8,34.02,33.03,0.9913,0.2266,CRITICAL
Jaipur,2018-07-28,2018,7,30.95,30.49,0.463,0.2266,CRITICAL
Jaipur,2019-07-20,2019,7,38.46,38.21,0.2545,0.2266,MODERATE
Jaipur,2019-08-13,2019,8,30.03,29.76,0.273,0.2266,HIGH
Jaipur,2019-08-21,2019,8,31.89,31.4,0.4893,0.2266,CRITICAL
Jaipur,2019-09-06,2019,9,34.52,33.59,0.9291,0.2266,CRITICAL
Jaipur,2020-01-17,2020,1,24.66,23.11,1.5502,0.2266,CRITICAL
Jaipur,2020-02-02,2020,2,25.57,25.21,0.3548,0.2266,CRITICAL
Jaipur,2020-02-10,2020,2,28.83,28.55,0.2849,0.2266,HIGH
Jaipur,2020-08-28,2020,8,30.78,30.29,0.4888,0.2266,CRITICAL
Jaipur,2020-09-05,2020,9,33.71,33.35,0.36,0.2266,CRITICAL
Jaipur,2021-08-05,2021,8,30.81,29.43,1.3814,0.2266,CRITICAL
Jaipur,2021-08-21,2021,8,33.06,32.61,0.4463,0.2266,CRITICAL
Jaipur,2022-02-02,2022,2,24.11,23.72,0.3884,0.2266,CRITICAL
Jaipur,2022-08-13,2022,8,28.93,28.12,0.8067,0.2266,CRITICAL
Jaipur,2022-12-19,2022,12,22.91,22.49,0.4199,0.2266,CRITICAL
Jaipur,2023-02-10,2023,2,27.12,26.73,0.3879,0.2266,CRITICAL
Jaipur,2023-06-26,2023,6,32.43,31.0,1.4323,0.2266,CRITICAL
Jaipur,2023-08-05,2023,8,28.6,27.54,1.0568,0.2266,CRITICAL
Jaipur,2024-01-17,2024,1,20.68,19.89,0.7964,0.2266,CRITICAL
Jaipur,2024-08-12,2024,8,30.01,29.2,0.8112,0.2266,CRITICAL
Jaipur,2024-08-28,2024,8,29.35,28.49,0.861,0.2266,CRITICAL
Kochi,2000-05-16,2000,5,30.49,28.55,1.935,1.4088,HIGH
Kochi,2000-11-08,2000,11,31.92,30.34,1.581,1.4088,MODERATE
Kochi,2001-05-01,2001,5,32.23,30.13,2.1033,1.4088,HIGH
Kochi,2001-07-12,2001,7,28.71,26.3,2.405,1.4088,CRITICAL
Kochi,2001-09-06,2001,9,29.67,28.2,1.4691,1.4088,MODERATE
Kochi,2002-04-07,2002,4,34.24,32.21,2.0279,1.4088,HIGH
Kochi,2002-08-29,2002,8,30.19,28.66,1.5212,1.4088,MODERATE
Kochi,2002-09-30,2002,9,29.89,28.45,1.4442,1.4088,MODERATE
Kochi,2002-12-27,2002,12,30.23,28.75,1.4717,1.4088,MODERATE
Kochi,2003-03-14,2003,3,35.33,33.35,1.9818,1.4088,HIGH
Kochi,2004-03-29,2004,3,34.25,32.85,1.4088,1.4088,MODERATE
Kochi,2004-04-22,2004,4,33.23,31.02,2.2125,1.4088,CRITICAL
Kochi,2006-06-10,2006,6,31.26,29.06,2.1919,1.4088,CRITICAL
Kochi,2006-09-30,2006,9,29.27,27.5,1.7636,1.4088,HIGH
Kochi,2007-09-30,2007,9,29.38,27.92,1.4541,1.4088,MODERATE
Kochi,2008-04-14,2008,4,32.23,30.59,1.6398,1.4088,MODERATE
Kochi,2008-05-16,2008,5,30.25,28.01,2.2407,1.4088,CRITICAL
Kochi,2008-06-09,2008,6,28.34,25.04,3.2995,1.4088,CRITICAL
Kochi,2008-09-13,2008,9,30.18,27.98,2.2083,1.4088,CRITICAL
Kochi,2008-09-21,2008,9,31.69,29.55,2.1376,1.4088,CRITICAL
Kochi,2008-10-07,2008,10,31.69,29.98,1.7053,1.4088,HIGH
Kochi,2009-04-15,2009,4,33.42,31.81,1.6097,1.4088,MODERATE
Kochi,2009-05-01,2009,5,33.15,31.5,1.6419,1.4088,MODERATE
Kochi,2009-05-25,2009,5,27.74,25.87,1.8651,1.4088,HIGH
Kochi,2009-06-10,2009,6,29.97,28.15,1.8232,1.4088,HIGH
Kochi,2009-09-06,2009,9,30.6,28.84,1.7643,1.4088,HIGH
Kochi,2009-11-01,2009,11,33.87,32.15,1.7153,1.4088,HIGH
Kochi,2009-11-25,2009,11,31.89,30.41,1.4742,1.4088,MODERATE
Kochi,2010-01-09,2010,1,31.36,29.9,1.4629,1.4088,MODERATE
Kochi,2010-10-08,2010,10,30.47,28.75,1.7225,1.4088,HIGH
Kochi,2011-05-01,2011,5,30.73,28.94,1.7967,1.4088,HIGH
Kochi,2011-10-08,2011,10,33.49,31.23,2.2695,1.4088,CRITICAL
Kochi,2011-12-27,2011,12,28.52,26.97,1.55,1.4088,MODERATE
Kochi,2012-04-06,2012,4,34.57,32.33,2.24,1.4088,CRITICAL
Kochi,2012-04-14,2012,4,33.63,31.19,2.4359,1.4088,CRITICAL
Kochi,2013-03-14,2013,3,32.95,31.03,1.9186,1.4088,HIGH
Kochi,2013-09-22,2013,9,30.28,27.8,2.4734,1.4088,CRITICAL
Kochi,2013-10-08,2013,10,31.64,29.89,1.7514,1.4088,HIGH
Kochi,2014-05-01,2014,5,35.79,33.85,1.9416,1.4088,HIGH
Kochi,2014-05-17,2014,5,33.68,30.96,2.7121,1.4088,CRITICAL
Kochi,2014-05-25,2014,5,31.77,29.98,1.7928,1.4088,HIGH
Kochi,2015-06-18,2015,6,27.57,25.99,1.5792,1.4088,MODERATE
Kochi,2015-07-20,2015,7,31.06,28.59,2.4658,1.4088,CRITICAL
Kochi,2015-08-29,2015,8,29.65,27.68,1.9711,1.4088,HIGH
Kochi,2015-10-24,2015,10,33.76,32.17,1.5972,1.4088,MODERATE
Kochi,2015-12-11,2015,12,29.1,27.42,1.6748,1.4088,MODERATE
Kochi,2016-05-08,2016,5,35.03,33.54,1.4901,1.4088,MODERATE
Kochi,2016-05-24,2016,5,32.42,30.53,1.8919,1.4088,HIGH
Kochi,2016-09-29,2016,9,32.32,29.1,3.2191,1.4088,CRITICAL
Kochi,2016-10-07,2016,10,29.96,28.3,1.6548,1.4088,MODERATE
Kochi,2017-03-06,2017,3,34.18,32.1,2.0807,1.4088,HIGH
Kochi,2017-07-28,2017,7,29.79,27.94,1.8565,1.4088,HIGH
Kochi,2017-10-24,2017,10,32.68,30.93,1.7498,1.4088,HIGH
Kochi,2017-11-17,2017,11,31.51,30.07,1.4432,1.4088,MODERATE
Kochi,2017-11-25,2017,11,31.0,26.8,4.2012,1.4088,CRITICAL
Kochi,2018-04-23,2018,4,30.09,28.06,2.0295,1.4088,HIGH
Kochi,2018-09-06,2018,9,33.99,31.68,2.3143,1.4088,CRITICAL
Kochi,2018-09-22,2018,9,33.9,32.19,1.7044,1.4088,HIGH
Kochi,2018-10-24,2018,10,32.76,31.29,1.4657,1.4088,MODERATE
Kochi,2018-12-11,2018,12,30.19,28.64,1.5539,1.4088,MODERATE
Kochi,2019-03-30,2019,3,34.34,32.81,1.5304,1.4088,MODERATE
Kochi,2019-11-09,2019,11,33.03,30.52,2.5101,1.4088,CRITICAL
Kochi,2019-11-17,2019,11,32.83,30.16,2.6676,1.4088,CRITICAL
Kochi,2019-12-03,2019,12,32.66,30.9,1.764,1.4088,HIGH
Kochi,2019-12-11,2019,12,31.12,29.39,1.7223,1.4088,HIGH
Kochi,2020-07-03,2020,7,31.01,29.59,1.4191,1.4088,MODERATE
Kochi,2020-07-19,2020,7,31.57,29.91,1.6551,1.4088,MODERATE
Kochi,2020-08-28,2020,8,33.65,31.44,2.2074,1.4088,CRITICAL
Kochi,2020-10-31,2020,10,32.56,31.02,1.5417,1.4088,MODERATE
Kochi,2020-11-08,2020,11,32.98,31.49,1.4807,1.4088,MODERATE
Kochi,2020-12-18,2020,12,31.24,29.43,1.8075,1.4088,HIGH
Kochi,2021-01-01,2021,1,32.05,30.32,1.7308,1.4088,HIGH
Kochi,2021-02-18,2021,2,33.7,31.88,1.8126,1.4088,HIGH
Kochi,2021-03-22,2021,3,37.9,34.72,3.1812,1.4088,CRITICAL
Kochi,2021-06-02,2021,6,29.46,27.9,1.5652,1.4088,MODERATE
